ID_Institution,ID_KG,picNumber,vatNumber,name,shortName,activityType,street,postCode,city,country,geolocation,organizationURL
,3744,,,Vidzeme Planning Region,,,J. Poruka Street,LV-4101,Cesis,LV   ,,
,7386,,,Engure Port authority,,,Jūras Str.,LV 3113,Engure Municipality,LV   ,,
,3745,,,Zemgale Planning region,,OTH,Katolu street,LV-3001,Jelgava,LV   ,,
,3701,,,Latvia University of Agriculture,,HES,Liela Street,LV-3001,Jelgava,LV   ,,
,3699,,,Jelgava Local Municipality,,OTH,Pasta street,LV-3001,Jelgava,LV   ,,
,7387,,,Jūrmala port authority,,,Jomas Street,LV-2015,Jūrmala,LV   ,,
,7389,,,Liepaja Marine College,,,Uliha street,LV-3401,Liepaja,LV   ,,
,7390,,,Liepaja special economic zone authority,,,Feniksa,LV3401,Liepāja,LV   ,,
,7388,,,"Liepāja Marina, Ltd.",,,Zvejnieku aleja,LV3401,Liepāja,LV   ,,
,7391,,,"Municipal authority ""Liepaja Municipal Police""",,,Street Jelgavas,LV-3401,Liepāja,LV   ,,
,7382,,,"""KURLAND"",Ltd",,,Bākas,LV-3284,Mērsraga novads,LV   ,,
,3720,,,Mersrags Port Authority,,,Lielā iela,LV-3284,Mērsrags,LV   ,,
,3727,,,Pavilosta Port,,,Dzintaru Str,LV3466,Pavilosta,LV   ,,
,7383,,,"AK Pāvilosta Marina, Ltd",,,Ostmalas,LV3466,Pāvilosta,LV   ,,
,7394,,,Pavilosta municipality,,,Dzintaru iela,LV-3 466,"Pāvilosta, Latvia",LV   ,,
,7384,,,Association of Mechanical Engineering and Metalworking Industries of Latvia,,,Viskalu iela,1006,Riga,LV   ,,
,3704,,,Latvian Chamber of Commerce and Industry,LCCI,,Kr. Valdemāra iela,1010,Riga,LV   ,,
,3724,,,"NGO ""Farmers Parliament""",,,Republikas laukums,LV-1010,Riga,LV   ,,
,3706,,,"Latvian Environment, Geology and Meteorology Centre",LEGMC,,Maskavas,LV-1019,Riga,LV   ,,
,3740,,,The Latvian Institute of Aquatic Ecology,,HES,Daugavgrivas 8,LV-1048,Riga,LV   ,,
,3729,,,Riga Planning Region,,,Zigfrīda Annas Meierovica bulvāris,LV-1050,Riga,LV   ,,
,3730,,,Riga Technical College,,,Braslas str,LV-1084,Riga,LV   ,,
,7395,,,Riga Free port authority,,,Kalpaka Bulvāris,LV-1010,Rīga,LV   ,,
,7393,,,"New Yacht Marina, Ltd",,,Brīvības,LV-1039,Rīga,LV   ,,
,7397,,,Roja port authority,,,Ostas,LV3264,Roja,LV   ,,
,7396,,,Roja County Municipality,,,Zvejnieku,LV-3264,Roja County,LV   ,,
,7399,,,Salacgriva municipality,,,Smilsu street,4033,Salacgriva,LV   ,,
,3735,,,Salacgriva Port Authority,,,Pernavas street,LV4033,Salacgriva,LV   ,,
,7398,,,Salacgrīva County Municipality,,,Smilšu,LV-4033,Salacgrīva County,LV   ,,
,7385,,,Engure County Municipality,,,Jaunā,LV-3129,"Smārde, Engure County",LV   ,,
,3743,,,Valmiera City Council,,,Lāčplēša street,LV-4201,Valmiera,LV   ,,
,7392,,,"Municipal authority ""Ventspils Digital centre""",,,Street Akmeņu,LV - 3601,Ventspils,LV   ,,
,7401,,,Ventspils County Municipality,,,Skolas,LV-3601,Ventspils County,LV   ,,
,7402,,,Ventspils Technical College,,,Saules Street 15,LV-3601,"Ventspils, Latvia",LV   ,,
,3737,,,Skulte port authority,,,Upes street,LV-2161,"Zvejniekciems, Saulkrastu nov",LV   ,,
,3855,,,Abdelmalek Essaadi University,,,,,,MA   ,,
,3857,,,Cadi Ayyad University,,,,,,MA   ,,
,3863,,,Mohammed V University,,,,,,MA   ,,
,3865,,,Not available,,,,,,MA   ,,
,3869,,,Université Hassan II Casablanca,,,,,,MA   ,,
,3864,,,National Centre for Scientific and Technical Research,CNRST,,,,,MA   ,,
,3858,,,Centre Rgional Africain des Sciences et Technologies de l 'Espace,CRASTE-LF,,,,,MA   ,,
,3866,,,Office National de l' Electricite,ONE,,,,,MA   ,,
,3868,,,Office Régional de Mise en Valeur Agricole du Haouz à Marrakech,ORMVAH,,,,,MA   ,,
,3862,,,Mohamed Premier University,UMP,,,,,MA   ,,
,3847,,,Mediterranean Science Commission,CIESM,,,,,MC   ,,
,3848,,,Monaco Scientific Center,CSM,,,,,MC   ,,
,3846,,,Center of International Projects,CIP,,,,,MD   ,,
,3853,,,Port of Bar,BarHCPA,PUB,,,,ME   ,,
,3854,,,University of Montenegro,,,,,,ME   ,,
,7426,,,Public enterprise for coastal zone management of Montenegro,,,ul. Popa Jola Zeca bb,85310,BUDVA,ME   ,,
,7427,,,Public institution University of Montenegro - Institute of Marine Biology,,,Dobrota bb,85330,kotor,ME   ,,
,7429,,,University of Montenegro – Institute for marine biology,,,Dobrota,881330,Kotor,ME   ,,
,7428,,,The Chamber of Economy of Montenegro,,,Novaka Miloseva,81000,Podgorica,ME   ,,
,3800,,,Ss. Cyril and Methodius University in Skopje,,,,,,MK   ,,
,3833,,,Diawling National Park,,PUB,,,,MR   ,,
,3837,,,Port Autonome de Nouadhibou,,PUB,,,,MR   ,,
,3838,,,Port Autonome de Noukchott,PANPA,PUB,,,,MR   ,,
,3834,,,Mauritanian Institute for Oceanographic Research and Fisherie,IMROP,,,,,MR   ,,
,3832,,,Banc d'Arguin National Park,,PUB,Nouadhibou Highway,,,MR   ,,
,3821,,,Malta Maritime Authority,MMA,OTH,,,,MT   ,,
,3826,,,Ministry for Resources and Rural Affairs,MRRA,OTH,,,,MT   ,,
,3809,,,Armed Forces of Malta,,,,,,MT   ,,
,3814,,,Ghaqda Koperattiva tas Sajd,,,,,,MT   ,,
,3815,,,Koperattiva Nazzjonali Tas-Sajd Ltd,,,,,,MT   ,,
,3827,,,Not available,,,,,,MT   ,,
,3818,,,Malta Council for Science & Technology,MCST,,,,,MT   ,,
,7425,,,Transport Malta,,,Sa Maison Road,FRN 1612,Floriana,MT   ,,
,7423,,,Ministry for Gozo,,,St Francis Square,VCT 1335,Gozo ,MT   ,,
,3831,,,Water Services Corporation,WSC,PRC,Triq Ħal Qormi, LQA 9043,Ħal Luqa,MT   ,,
,3816,,,Local Councils' Association,LCA,OTH,Marsa Industrial Estate,,Marsa,MT   ,,
,7421,,,Environment and Resources Authority,,,"Hexagon House, Spencer Hill",MRS 1441,Marsa,MT   ,,
,7424,,,"Ministry for the Environment, Sustainable Development and Climate Change",,,"Ghammieri, Ngiered Road Marsa",MRS 3303,Marsa,MT   ,,
,3830,,,University of Malta,UoM,,"University of Malta, Msida",MSD 2080,Msida,MT   ,,
,7420,,,CIVIL PROTECTION DEPARTMENT,,,CPD Headquarters Imqabba Road,SGW 2610,Siggiewi,MT   ,,
,3806,,,Ministry of Housing and Environment,,,,,,MV   ,,
,3842,,,"Estudios Rurales y Asesoría, Asociación Civil",,HES,,,,MX   ,,
,3844,,,"Tinep, SA de CV",,,,,,MX   ,,
,3845,,,Universidad Autónoma de Campeche; Centro EPOMEX,,,,,,MX   ,,
,3839,,,"Centro de Investigaciones Biológicas del Noroeste, SC",CIBNOR,,,,,MX   ,,
,3840,,,Centro Interdisciplinario de Ciencias Marinas del Instituto Politécnico Nacional,CICIMAR-IPN,,,,,MX   ,,
,3843,,,National Autonomous University of Mexico,UNAM,,,,,MX   ,,
,3802,,,International Center for Living Aquatic Resources Management,,,,,,MY   ,,
,3872,,,University Eduardo Mondlane; Department of Biological Sciences,,,,,,MZ   ,,
,3870,,,Centre for Sustainable Development of Costal Zones,CDS ZC,,,,,MZ   ,,
,3871,,,University Eduardo Mondlane,UEM,,,,,MZ   ,,
,3873,,,Ministry of Fisheries & Marine Resources,MFMR,,,,,NA   ,,
,4266,,,Government of New Caledonia,,OTH,,,,NC   ,,
,4267,,,New Caledonia Economic Development Agency,ADECAL,OTH,,,,NC   ,,
,4268,,,Secretariat of the Pacific Community,SPC,OTH,,,,NC   ,,
,4276,,,African Centre of Meteorological Application for Development,ACMAD,,,,,NE   ,,
,4275,,,Universidad Centroamericana,UCA,HES,,,,NI   ,,
,4274,,,"CABAL Empresa de Consultoría e Inversiones, SA",CABAL,,,,,NI   ,,
,4063,,,"Ministry of Agriculture, Nature Management and Fisheries; General Inspection Service",,OTH,,,,NL   ,,
,3915,,,Centre for Maritime Technology and Innovation,CMTI,OTH,,,,NL   ,,
,3967,,,Environmental Protection Agency,DCMR,OTH,,,,NL   ,,
,4218,,,"United Nations Educational, Scientific and Cultural Organization; Institute for Water Education",UNESCO-IHE,OTH,,,,NL   ,,
,4170,,,Schelde Marinebouw BV,,PRC,,,,NL   ,,
,4087,,,National Aerospace Laboratory,NLR,PRC,,,,NL   ,,
,4071,,,"Ministry of Transport, Public Works and Water Management",,PUB,,,,NL   ,,
,3876,,,Aart Cornelisse,,,,,,NL   ,,
,3957,,,Ecomares Zeeland-Vis BV,,,,,,NL   ,,
,3999,,,Holland America Line Westours Inc,,,,,,NL   ,,
,4001,,,Holland Marine Projects BV,,,,,,NL   ,,
,4004,,,HRP Thruster Systems BV,,,,,,NL   ,,
,4030,,,Koninklijke Scheepsagentuur Dirkzwager,,,,,,NL   ,,
,4051,,,Maritime Research Institute Netherlands; Department of Ships Powering,,,,,,NL   ,,
,4052,,,Maritime Research Institute Netherlands; Offshore Department,,,,,,NL   ,,
,4069,,,Ministry of Infrastructure and the Environment; AVV Transport Research Centre,,,,,,NL   ,,
,4070,,,Ministry of Infrastructure and the Environment; Centre for Water Management,,,,,,NL   ,,
,4101,,,Netherlands Institute for Sea Research; Centre for Estuarine and Marine Ecology; Department of Spatial Ecology,,,,,,NL   ,,
,4108,,,Not available,,,,,,NL   ,,
,4115,,,PCRaster Environmental Software V.O.F.,,,,,,NL   ,,
,4176,,,Senter,,,,,,NL   ,,
,4178,,,Shell International Exploration and Production BV; EP Projects,,,,,,NL   ,,
,4179,,,Smit Salvage BV,,,,,,NL   ,,
,4190,,,"Stichting Deltares, Scenarios and Policy Analysis",,,,,,NL   ,,
,3913,,,Central Bureau for Rhine and Inland Navigation,CBRB,,,,,NL   ,,
,3912,,,Center for the development of Transport and Logistics in Europe,CETLE,,,,,NL   ,,
,4191,,,Stichting Dienst Landbouwkundig Onderzoek; Plant Research International,DLO PPO/PRI,,,,,NL   ,,
,4041,,,Maastricht University; International Centre for Integrative Studies,ICIS,,,,,NL   ,,
,4245,,,Wageningen UR; Institute for Marine Resources and Ecosystem Studies,IMARES,,,,,NL   ,,
,4038,,,Local Authorities International Environmental Organisation,KIMO,,,,,NL   ,,
,4098,,,Netherlands Institute for Sea Research; Biological Oceanography,NIOZ,,,,,NL   ,,
,4100,,,Netherlands Institute for Sea Research; Centre for Estuarine and Marine Ecology; Centre for Limnology,NIOZ,,,,,NL   ,,
,4099,,,Netherlands Institute for Sea Research; Centre for Estuarine and Marine Ecology,NIOZ CEME,,,,,NL   ,,
,4068,,,"Ministry of Infrastructure and the Environment, Rijkswaterstaat",RIKZ,,,,,NL   ,,
,4102,,,Netherlands National Institute for Public Health and the Environment,RIVM,,,,,NL   ,,
,4103,,,Netherlands Organization for Applied Scientific Research,TNO,,,,,NL   ,,
,4221,,,University of Applied  Sciences,UAS,,,,,NL   ,,
,4104,,,Netherlands' Shipbuilding Industry Association,VNSI,,,,,NL   ,,
,4239,,,VU University Amsterdam; University Medical Center,VUMC,,,,,NL   ,,
,4258,,,Zebra Bioscience BV,,,,7543 BK, Enschede,NL   ,,
,3911,,,CaTO Marine Ecosystems,CaTO,,Oosterweg 1, 9995 vj, Kantens,NL   ,,
,3894,,,Bart Boon Research and Consultancy,BOON,PRC,Kolonel Clarklaan 10,2111 XB ,Aerdenhout,NL   ,,
,4250,,,Waterschap Regge en Dinkel,WRD,,Kooikersweg 1,7609 PZ,Almelo,NL   ,,
,4039,,,Logica Nederland BV,,PRC,Professor W.H. Keesomlaan 14,1183,Amstelveen,NL   ,,
,4159,,,Royal  Netherlands Academy of Arts and Sciences,KNAW,,Kloveniersburgwal 29,NL-1000 GC,Amsterdam ,NL   ,,
,4251,,,Waterschap Vallei & Eem,WVE,PUB,Steenbokstraat 10,7324 AX ,Apeldoorn,NL   ,,
,4018,,,Institute for Pig Genetics BV,,,Schoenaker 6,,BEUNINGEN,NL   ,,
,3909,,,Cambridge Biomedical Consultants Ltd,,,Oude Delft 60,,DELFT,NL   ,,
,4203,,,Stichting Waterloopkundig Laboratorium,,PRC,Rotterdamseweg 185,2629 HD,Delft,NL   ,,
,4235,,,Vopak Barging Europe BV,,PRC,Wieldrechtseweg 50,3316 BG,Dordrecht,NL   ,,
,3893,,,AVIV BV,,,LANGESTRAAT 11,,ENSCHEDE,NL   ,,
,4223,,,University of Twente,,,Drienerlolaan 1,7500 AE,ENSCHEDE,NL   ,,
,4185,,,Stealcom Technology BV,,,Edisonstraat 15,,FRANEKER,NL   ,,
,3910,,,Caris Geographic Information Systems BV,,PRC,Mgr. van Oorschotstraat 13,5473 ,Heeswijk Dinther,NL   ,,
,3940,,,Demar Laser BV,,,Smaragdstraat 17,,HENGELO OV,NL   ,,
,4025,,,JJ WELDING VOF,,,Buorren 1,,HERBAIJUM,NL   ,,
,4057,,,Materials Innovation Centre BV,MIC,PRC,Navona 56,2134BE,Hoofddorp,NL   ,,
,4113,,,Palm Instruments BV,,,Ruitercamp 119,,HOUTEN,NL   ,,
,4094,,,Netherlands  Institute for Fisheries Research,RIVO,REC,Haringkade 1, 1976 CP,IJmuiden,NL   ,,
,4182,,,Solea BV,,PRC,Westerduinweg 6,1976 BV,IJmuiden,NL   ,,
,4042,,,Maatschap Janssen en Van Maris,,,Deurnseweg 190,,IJSSELSTEIN,NL   ,,
,4252,,,Weka International BV,,,"Zaag, 29",,KRIMPEN AAN DE LEK,NL   ,,
,3916,,,CHN University Netherlands,,HES,PO Box 1298,8900 CG,Leeuwarden,NL   ,,
,4088,,,National Herbarium of the Netherlands,NHN,PUB,Einsteinweg 2,2333 CC,Leiden,NL   ,,
,3980,,,Farm Animal Industrial Platform,FAIP,,Benedendorpsweg 98,,OOSTERBEEK,NL   ,,
,4234,,,VOF Visserijbedrijf J. 't Mannetje Sl-3,,PRC,Steenkreek 31,3253EG,Ouddorp,NL   ,,
,4123,,,Port Infolink BV,,PRC,Seattleweg 7 ,3195 ND,Pernis ,NL   ,,
,4184,,,STC BV,,,Lloydstraat 300,63140,ROTTERDAM,NL   ,,
,4183,,,Standfast BV,,PRC,Schuttershofweg 1,4538 AA ,Terneuzen,NL   ,,
,4089,,,National Institute for Coastal and Marine Management,RIKZ,REC,Kortenaerkade 1,2500 EX,The Hague,NL   ,,
,3925,,,Corus Technology BV,,PRC,Wenckebachstraat 1,1951 JZ,Velsen,NL   ,,
,4154,,,ROC Zeeland,,PRC,Oostsouburgseweg 10, 4382 ND,Vlissingen,NL   ,,
,4119,,,Plant Research International BV,,REC,Droevendaalsesteeg 1,6708 -PB,Wageningen,NL   ,,
,4106,,,Noctiluca Marien-wetenschappelijk adviesbureau,,,v.Polanenpark 212,2241 RX,WASSENAAR,NL   ,,
,4168,,,Scheepswerf Joh. van Duijvendijk BV,,PRC,Lindtsedijk 84,3336 LE,Zwijndrecht,NL   ,,
,4539,,,Sogn og Fjordane Science Park,,HES,,,,NO   ,,
,4313,,,Bunes Marine AS,,PRC,,,,NO   ,,
,4418,,,Mathiassen Mek Verksted AS,,PRC,,,,NO   ,,
,4438,,,Naxis AS,,PRC,,,,NO   ,,
,4461,,,Norwegian  Public Limited Liability Companies Act,,PUB,,,,NO   ,,
,4405,,,Local Authorities International Environmental Organisation,KIMO,PUB,,,,NO   ,,
,4431,,,Nansen Environmental and Remote Sensing Center Foundation; G.C. Rieber Climate Institute,,,,,,NO   ,,
,4432,,,Nansen Environmental and Remote Sensing Center Foundation; Polar Environment Remote Sensing Department,,,,,,NO   ,,
,4491,,,Not available,,,,,,NO   ,,
,4532,,,SINTEF Energy Research,,,,,,NO   ,,
,4534,,,SINTEF Petroleum Research AS,,,,,,NO   ,,
,4581,,,University of Bergen; Department of Molecular Biology,,,,,,NO   ,,
,4379,,,Institute of Marine Research; Animal welfare Research Group,IMR,,,,,NO   ,,
,4380,,,Institute of Marine Research; Population Genetics and Ecology Research Group,IMR,,,,,NO   ,,
,4560,,,Teekay Shipping Corporation,Teekay,,,,,NO   ,,
,4580,,,University of Bergen; Department of Fisheries and Marine Biology,UiB,,,,,NO   ,,
,4579,,,University of Bergen; Bjerknes Centre for Climate Research,UiB-SFF,,,,,NO   ,,
,4584,,,University of Stavanger; Norwegian School of Hotel Management,UIS,,,,,NO   ,,
,4586,,,University of Tromso; Norwegian College of Fishery Science,UiT-NCFS,,,,,NO   ,,
,4428,,,Møregruppen AS,,PRC,"Harhauggata 34,",6006, Ålesund,NO   ,,
,4382,,,Institutt for akvakulturforskning AS,Akvaforsk,REC,"Arboretveien 2, 4",1433,Ås,NO   ,,
,4409,,,"Lund, Mohr & Giaever Enger Marin AS",,PRC,Solheimsgaten 16,5058,BERGEN,NO   ,,
,4352,,,Gasnor AS,,PRC,Solheimsgaten 11, 5058 ,Bergen,NO   ,,
,4354,,,Gigante Offshore AS,,PRC,Sjogaten 21,401,BODO,NO   ,,
,4306,,,Bodo Krakebolleklekkeri Bkk AS,,PRC,Morkvedbukta,8020,BODO,NO   ,,
,4319,,,C-Map Norway AS,,PRC,Hovlandsveien 52,,EGERSUND,NO   ,,
,4571,,,Umoe Schat-Harding AS,,PRC,Mumby Road,P012 1AR,Gosport,NO   ,,
,4328,,,Det Norske Veritas,DNV,PRC,Veritasveien 1,,HOVIK,NO   ,,
,4587,,,Val Akva AS,,PRC,Strand,,KOLVEREID,NO   ,,
,4348,,,Follaskjell AS,,PRC,Val Videregaende Skole,,KOLVEREID,NO   ,,
,4407,,,Lofilab AS,,PRC,Postboks 276,8376,Leknes,NO   ,,
,4494,,,OceanSaver AS,,PRC,Teglverksveien 7,592,LIER,NO   ,,
,4422,,,MidtSkandia Norway,,OTH,"c/o Rana Utviklingsselskap,  Postboks 343",8601,Mo I Rana,NO   ,,
,4592,,,Villa Organic AS,,PRC,Strandgata 1,6415,Molde,NO   ,,
,4513,,,Profunda AS,,PRC,Barstadvik 6174,,ORSTA,NO   ,,
,4565,,,Trace Tracker Marine AS,,PRC,Christian Krohgsgt. 32 A,,OSLO,NO   ,,
,4448,,,Norpump AS,,PRC,STÅLFJÆRA 12,,OSLO,NO   ,,
,4333,,,EcoRisk Finance AS,,PRC,Stortingsgata 10,,OSLO,NO   ,,
,4346,,,Fjord Seafood ASA,,PRC,Toftsundet,250,Oslo,NO   ,,
,4402,,,Leif Höegh & Co AS,Höegh,PRC,Wergelandsveien 7,2596,OSLO,NO   ,,
,7441,,,Ministry of Climate and Environment,,,PO Box 8013 Dep,NO-0030,Oslo,NO   ,,
,4484,,,Norwegian Seafood Research Fund,,,Tollbugata 32,NO-0103,Oslo,NO   ,,
,4536,,,Skagerrak Skjellmottak AS,,PRC,Sundsveien 9,,RISOR,NO   ,,
,4308,,,Boemlo Skjell AS,,PRC,Solhogda 14,,RUBBESTADNESET,NO   ,,
,4372,,,Ideutvikling Torger Tveter,,PRC,Nedre Nordset,2100,SLAASTAD,NO   ,,
,4497,,,OptiMarin AS,,PRC,Fjellstolveien. 15b,,STAVANGER,NO   ,,
,4437,,,Navion AS,,PRC,Verven 4,,STAVANGER,NO   ,,
,4301,,,Biomarin Vekst,,PRC,Alexander Kiellandsgate 2,Postboks 327,STAVANGER,NO   ,,
,4476,,,Norwegian Marine Technology Research Institute,MARINTEK,REC,Otto Nielsens veg 10,,TRONDHEIM,NO   ,,
,4493,,,Oceanographic Company of Norway,FUGRO OCEANOR,PRC,Pirsenteret,,TRONDHEIM,NO   ,,
,4406,,,Lodic AS,,PRC,Pirsenteret A,1273,TRONDHEIM,NO   ,,
,4533,,,SINTEF Fisheries and Aquaculture,,,Brattorkaia,N-7010,Trondheim,NO   ,,
,7446,,,Norwegian Environment Agency,,,P.O. box 5672 Sluppen,NO 7485,Trondheim,NO   ,,
,4569,,,Tustna Kveitefarm ASA,,PRC,Faetten Industriomrade,,TUSTNA,NO   ,,
,4370,,,Hvalerskjell AS,,PRC,Norderhaugveien 8,PB 4,VESTERØY,NO   ,,
,4593,,,Villa Salmon AS,,PRC,Vestnes,,VIKEBUKT,NO   ,,
,4269,,,AgResearch Ruakura,,REC,,,,NZ   ,,
,4270,,,Institute of Geological and Nuclear Sciences,GNS,,,,,NZ   ,,
,4608,,,Instituto del Mar del Perú,IMARPE,,,,,PE   ,,
,4609,,,National Agrarian University - La Molina,UNALM,,,,,PE   ,,
,4610,,,National University of San Marcos,UNMSM,,,,,PE   ,,
,1870,,,Government of French Polynesia,,OTH,,,,PF   ,,
,1871,,,Institut Louis Malardé,ILM,REC,,,,PF   ,,
,4611,,,Bureau of Fisheries and Aquatic Resources; Inland Fisheries and Aquaculture Division,BFAR,,,,,PH   ,,
,4613,,,"FishBase Information and Research Group, Inc",FIN,,,,,PH   ,,
,4614,,,"Marine Environment and Resources Foundation, Inc",MERF,,,,,PH   ,,
,4615,,,PRIMEX Foundation for Alternative Management of the Environment,PRIMEX-FAME,,,,,PH   ,,
,4616,,,University of the Philippines; Marine Science Institute,UP-MSI,,,,,PH   ,,
,4681,,,Ministry of Regional Development,,PUB,,,,PL   ,,
,4686,,,Municipality of Sopot,,PUB,,,,PL   ,,
,4629,,,Choren Design & Consulting,,,,,,PL   ,,
,4633,,,City of Otwock,,,,,,PL   ,,
,4634,,,City of Poznań,,,,,,PL   ,,
,4643,,,Foundation for Safety of Navigation and Environment Protection,,,,,,PL   ,,
,4671,,,Lower Silesia Province,,,,,,PL   ,,
,4674,,,Maritime University of Szczecin,,,,,,PL   ,,
,4696,,,Not available,,,,,,PL   ,,
,4718,,,Polish Shipowners' Association,,,,,,PL   ,,
,4721,,,Port of Gdynia Authority SA,,,,,,PL   ,,
,4725,,,Research Institute of Horticulture,,,,,,PL   ,,
,4738,,,"Technical Office, Marine Experts and Surveyors EUR ING Jerzy Bernatowicz",BERTECH,,,,,PL   ,,
,4729,,,Ship Design and Research Centre; Research and Development Department,CTO,,,,,PL   ,,
,4709,,,Polish Academy of Sciences; Institute of Oceanology,IO-PAS,,,,,PL   ,,
,4623,,,Andrzej Soltan Institute for Nuclear Studies,IPJ,,,,,PL   ,,
,4708,,,Polish Academy of Sciences; Institute of Ichtyobiology and Aquaculture,PAN,,,,,PL   ,,
,4704,,,Polish Academy of Sciences; Institute of Fluid-Flow Machinery,PAN IMP GDA,,,,,PL   ,,
,4713,,,Polish Academy of Sciences; Space Research Centre,PAN-CBK,,,,,PL   ,,
,4702,,,Polish Academy of Sciences; Center of Polymer and Carbon Materials,PAN-CMPW,,,,,PL   ,,
,4714,,,Polish Academy of Sciences; Wladyslaw Szafer Institute of Botany,PAN-IB,,,,,PL   ,,
,4703,,,Polish Academy of Sciences; Institute of Bioorganic Chemistry,PAN-IBCH,,,,,PL   ,,
,4707,,,Polish Academy of Sciences; Institute of Hydroengineering,PAN-IBW,,,,,PL   ,,
,4701,,,Polish Academy of Science; Henryk Niewodniczański Institute of Nuclear Physics,PAN-IFJ,,,,,PL   ,,
,4706,,,Polish Academy of Sciences; Institute of Geophysics,PAN-IGFPAS,,,,,PL   ,,
,4705,,,Polish Academy of Sciences; Institute of Fundamental Technological Research,PAN-IPPT,,,,,PL   ,,
,4712,,,Polish Academy of Sciences; Research Centre for Agricultural and Forest Environment,PAN-ISRL,,,,,PL   ,,
,4711,,,Polish Academy of Sciences; Museum and Institute of Zoology,PAN-MIIZ,,,,,PL   ,,
,4631,,,City of Bydgoszcz,,,Jezuicka,"85-102,",Bydgoszcz,PL   ,,
,7466,,,MIASTO DARŁOWO,,,Plac Tadeusza Kościuszki,76-150,Darłowo,PL   ,,
,7470,,,Port of Elblag,,,,,Elblag,PL   ,,
,7457,,,Association of Polish Communes of Euroregion Baltic / ERB,,,,,Elbląg,PL   ,,
,7471,,,TNOiK - Scientific Society for Organization and Management,,,,,Gdansk,PL   ,,
,4622,,,Aluship Technology Sp zoo,,,Doki 1,,GDANSK,PL   ,,
,4627,,,BTT AUTOMATYKA Sp zoo,,,Fishera 14,,GDANSK,PL   ,,
,4697,,,ODYS Shipyard,,,Zalogowa 6,,GDANSK,PL   ,,
,7462,,,Gdansk International Fair Co,,,Żaglowa 11,80-566,Gdansk,PL   ,,
,4632,,,City of Gdansk,,OTH,Nowe Ogrody,80-803,Gdansk,PL   ,,
,4720,,,Pomorskie Tourist Board,,PUB,Wały Jagiellońskie 2A,80-887,Gdańsk,PL   ,,
,7469,,,Pomeraniam Science and Technology Park / PSTP,,,,,Gdynia,PL   ,,
,4733,,,Stocznia Gdynia SA,,,CZECHOSLOWACKA STR.3,,GDYNIA,PL   ,,
,4647,,,Gdynia Maritime University,,HES,MORSKA 81-87,,GDYNIA,PL   ,,
,7467,,,MORSKI INSTYTUT RYBACKI - PAŃSTWOWY INSTYTUT BADAWCZY,,,Hugo Kołłątaja,81-332,Gdynia,PL   ,,
,4642,,,Foundation for Landscape Protection,,,Kiepury,58-506,Jelenia Góra,PL   ,,
,7468,,,Polish Sailing Cluster,,,,,Kołobrzeg,PL   ,,
,4684,,,Municipality of Krakow,,,Plac Wszystkich Swietych,31-004,Krakow,PL   ,,
,4637,,,Cracow University of Technology,,,ul. Warszawska,31-155,Kraków,PL   ,,
,4672,,,Malopolska Region,Małopolska,,ul. Basztowa 22,31-156,Kraków,PL   ,,
,7460,,,CODOGNOTTO POLAND,,,Al. T. Kościuszki,90-437,ŁÓDŹ,PL   ,,
,4641,,,Fish Farm Paslek,,,Steffana 59A,,PASLEK,PL   ,,
,4669,,,LAMINOPOL SP. Z O.O.,,,Szczecinska 58 B,,SLUPSK,PL   ,,
,4685,,,Municipality of Solec Kujawski,,,23 STYCZNIA,86-050,SOLEC KUJAWSKI,PL   ,,
,7465,,,Media Dizjan / MD,,,,,Szczecin,PL   ,,
,7473,,,Yacht Technology Association,,,,,Szczecin,PL   ,,
,7472,,,Westpomeranian Region,,,Korsarzy,70540,Szczecin,PL   ,,
,4651,,,"HYDRO NAVAL Spółka Jawna Adkonis, Michałek, Sobków",,,Westerplatte 8,,USTKA,PL   ,,
,7463,,,GMINA MIASTO USTKA,,,kard. Wyszyńskiego,76-200,Ustka,PL   ,,
,4654,,,Information Processing Centre,OPI,,ALEJE NIEPODLEGLOSCI 188B,,WARSAW,PL   ,,
,7461,,,Electrotechnical Institute,,,,,Warszawa,PL   ,,
,4676,,,Mazovia Development Agency Plc,,,ul. Swietojerska,00-236,Warszawa,PL   ,,
,4745,,,Warsaw University of Technology,,,ul. Koszykowa 75,00-662,Warszawa,PL   ,,
,4658,,,Institute for Public-Private Partnership,,,ul. Noakowskiego,00-668,Warszawa,PL   ,,
,4677,,,Mazowieckie Voivodeship,,OTH,Jagiellońska,03-719,Warszawa,PL   ,,
,4679,,,Mikroma Sp zoo,,,Batorego 4,,WRZESNIA,PL   ,,
,4782,,,Autonomous Region of the Azores,,OTH,,,,PT   ,,
,4778,,,Associação para o Centro de Incubação de Base Tecnológica do Minho,ACIBTM,OTH,,,,PT   ,,
,4937,,,Tagus River Basin District Administration,ARH do Tejo,OTH,,,,PT   ,,
,7483,,,Câmara Municipal de Vila Nova de Gaia,,,,,,PT   ,,
,4854,,,"HIDROMOD, Modelação em Engenharia, Lda",,,,,,PT   ,,
,4908,,,Not available,,,,,,PT   ,,
,7497,,,Polytechnic Institute of Coimbra,,,,,,PT   ,,
,4925,,,Regional Government of Madeira; Secretaria Regional do Equipamento Social,,,,,,PT   ,,
,4922,,,Regional Government of Madeira; Regional Agency for Energy and Environment,AREAM,,,,,PT   ,,
